,id,count,date,year,month,species
16,IM,0,Jun-2022,2022,Jun,American Robin
17,MC1,12,Jun-2022,2022,Jun,American Robin
18,MC2,4,Jun-2022,2022,Jun,American Robin
19,DW,12,Jun-2022,2022,Jun,American Robin
0,OE,0,Jun-2022,2022,Jun,Anna's Hummingbird
1,WD,0,Jun-2022,2022,Jun,Anna's Hummingbird
2,SR,0,Jun-2022,2022,Jun,Anna's Hummingbird
3,TD1,0,Jun-2022,2022,Jun,Anna's Hummingbird
4,TD2,0,Jun-2022,2022,Jun,Anna's Hummingbird
5,TD3,0,Jun-2022,2022,Jun,Anna's Hummingbird
6,EF1,0,Jun-2022,2022,Jun,Anna's Hummingbird
7,EF2,0,Jun-2022,2022,Jun,Anna's Hummingbird
8,CC,0,Jun-2022,2022,Jun,Anna's Hummingbird
9,CS,0,Jun-2022,2022,Jun,Anna's Hummingbird
10,EC,0,Jun-2022,2022,Jun,Anna's Hummingbird
11,EM,0,Jun-2022,2022,Jun,Anna's Hummingbird
12,BP,0,Jun-2022,2022,Jun,Anna's Hummingbird
13,NF1,0,Jun-2022,2022,Jun,Anna's Hummingbird
14,NF2,0,Jun-2022,2022,Jun,Anna's Hummingbird
15,SA,1,Jun-2022,2022,Jun,Anna's Hummingbird
16,IM,0,Jun-2022,2022,Jun,Anna's Hummingbird
17,MC1,0,Jun-2022,2022,Jun,Anna's Hummingbird
18,MC2,0,Jun-2022,2022,Jun,Anna's Hummingbird
19,DW,1,Jun-2022,2022,Jun,Anna's Hummingbird
0,OE,0,Jun-2022,2022,Jun,Bald Eagle
1,WD,1,Jun-2022,2022,Jun,Bald Eagle
2,SR,1,Jun-2022,2022,Jun,Bald Eagle
3,TD1,0,Jun-2022,2022,Jun,Bald Eagle
4,TD2,0,Jun-2022,2022,Jun,Bald Eagle
5,TD3,0,Jun-2022,2022,Jun,Bald Eagle
6,EF1,3,Jun-2022,2022,Jun,Bald Eagle
7,EF2,0,Jun-2022,2022,Jun,Bald Eagle
8,CC,0,Jun-2022,2022,Jun,Bald Eagle
9,CS,0,Jun-2022,2022,Jun,Bald Eagle
10,EC,0,Jun-2022,2022,Jun,Bald Eagle
11,EM,4,Jun-2022,2022,Jun,Bald Eagle
12,BP,0,Jun-2022,2022,Jun,Bald Eagle
13,NF1,0,Jun-2022,2022,Jun,Bald Eagle
14,NF2,0,Jun-2022,2022,Jun,Bald Eagle
15,SA,0,Jun-2022,2022,Jun,Bald Eagle
16,IM,0,Jun-2022,2022,Jun,Bald Eagle
17,MC1,1,Jun-2022,2022,Jun,Bald Eagle
18,MC2,0,Jun-2022,2022,Jun,Bald Eagle
19,DW,0,Jun-2022,2022,Jun,Bald Eagle
0,OE,0,Jun-2022,2022,Jun,Band-tailed Pigeon
1,WD,0,Jun-2022,2022,Jun,Band-tailed Pigeon
2,SR,0,Jun-2022,2022,Jun,Band-tailed Pigeon
3,TD1,0,Jun-2022,2022,Jun,Band-tailed Pigeon
4,TD2,0,Jun-2022,2022,Jun,Band-tailed Pigeon
5,TD3,0,Jun-2022,2022,Jun,Band-tailed Pigeon
6,EF1,0,Jun-2022,2022,Jun,Band-tailed Pigeon
7,EF2,3,Jun-2022,2022,Jun,Band-tailed Pigeon
8,CC,0,Jun-2022,2022,Jun,Band-tailed Pigeon
9,CS,0,Jun-2022,2022,Jun,Band-tailed Pigeon
10,EC,0,Jun-2022,2022,Jun,Band-tailed Pigeon
11,EM,0,Jun-2022,2022,Jun,Band-tailed Pigeon
12,BP,0,Jun-2022,2022,Jun,Band-tailed Pigeon
13,NF1,0,Jun-2022,2022,Jun,Band-tailed Pigeon
14,NF2,0,Jun-2022,2022,Jun,Band-tailed Pigeon
15,SA,0,Jun-2022,2022,Jun,Band-tailed Pigeon
16,IM,0,Jun-2022,2022,Jun,Band-tailed Pigeon
17,MC1,0,Jun-2022,2022,Jun,Band-tailed Pigeon
18,MC2,0,Jun-2022,2022,Jun,Band-tailed Pigeon
19,DW,0,Jun-2022,2022,Jun,Band-tailed Pigeon
0,OE,0,Jun-2022,2022,Jun,Barn Swallow
1,WD,0,Jun-2022,2022,Jun,Barn Swallow
2,SR,0,Jun-2022,2022,Jun,Barn Swallow
3,TD1,0,Jun-2022,2022,Jun,Barn Swallow
4,TD2,0,Jun-2022,2022,Jun,Barn Swallow
5,TD3,0,Jun-2022,2022,Jun,Barn Swallow
6,EF1,6,Jun-2022,2022,Jun,Barn Swallow
7,EF2,0,Jun-2022,2022,Jun,Barn Swallow
8,CC,0,Jun-2022,2022,Jun,Barn Swallow
9,CS,0,Jun-2022,2022,Jun,Barn Swallow
10,EC,0,Jun-2022,2022,Jun,Barn Swallow
11,EM,6,Jun-2022,2022,Jun,Barn Swallow
12,BP,0,Jun-2022,2022,Jun,Barn Swallow
13,NF1,0,Jun-2022,2022,Jun,Barn Swallow
14,NF2,0,Jun-2022,2022,Jun,Barn Swallow
15,SA,0,Jun-2022,2022,Jun,Barn Swallow
16,IM,0,Jun-2022,2022,Jun,Barn Swallow
17,MC1,1,Jun-2022,2022,Jun,Barn Swallow
18,MC2,0,Jun-2022,2022,Jun,Barn Swallow
19,DW,0,Jun-2022,2022,Jun,Barn Swallow
0,OE,0,Jun-2022,2022,Jun,Belted Kingfisher
1,WD,0,Jun-2022,2022,Jun,Belted Kingfisher
2,SR,0,Jun-2022,2022,Jun,Belted Kingfisher
3,TD1,0,Jun-2022,2022,Jun,Belted Kingfisher
4,TD2,0,Jun-2022,2022,Jun,Belted Kingfisher
5,TD3,0,Jun-2022,2022,Jun,Belted Kingfisher
6,EF1,0,Jun-2022,2022,Jun,Belted Kingfisher
7,EF2,0,Jun-2022,2022,Jun,Belted Kingfisher
8,CC,0,Jun-2022,2022,Jun,Belted Kingfisher
9,CS,0,Jun-2022,2022,Jun,Belted Kingfisher
10,EC,3,Jun-2022,2022,Jun,Belted Kingfisher
11,EM,0,Jun-2022,2022,Jun,Belted Kingfisher
12,BP,0,Jun-2022,2022,Jun,Belted Kingfisher
13,NF1,0,Jun-2022,2022,Jun,Belted Kingfisher
14,NF2,0,Jun-2022,2022,Jun,Belted Kingfisher
15,SA,0,Jun-2022,2022,Jun,Belted Kingfisher
16,IM,0,Jun-2022,2022,Jun,Belted Kingfisher
17,MC1,0,Jun-2022,2022,Jun,Belted Kingfisher
18,MC2,0,Jun-2022,2022,Jun,Belted Kingfisher
19,DW,0,Jun-2022,2022,Jun,Belted Kingfisher
0,OE,0,Jun-2022,2022,Jun,Black-capped Chickadee
1,WD,0,Jun-2022,2022,Jun,Black-capped Chickadee
2,SR,0,Jun-2022,2022,Jun,Black-capped Chickadee
3,TD1,0,Jun-2022,2022,Jun,Black-capped Chickadee
4,TD2,1,Jun-2022,2022,Jun,Black-capped Chickadee
5,TD3,0,Jun-2022,2022,Jun,Black-capped Chickadee
6,EF1,0,Jun-2022,2022,Jun,Black-capped Chickadee
7,EF2,0,Jun-2022,2022,Jun,Black-capped Chickadee
8,CC,0,Jun-2022,2022,Jun,Black-capped Chickadee
9,CS,0,Jun-2022,2022,Jun,Black-capped Chickadee
10,EC,0,Jun-2022,2022,Jun,Black-capped Chickadee
11,EM,0,Jun-2022,2022,Jun,Black-capped Chickadee
12,BP,4,Jun-2022,2022,Jun,Black-capped Chickadee
13,NF1,0,Jun-2022,2022,Jun,Black-capped Chickadee
14,NF2,0,Jun-2022,2022,Jun,Black-capped Chickadee
15,SA,0,Jun-2022,2022,Jun,Black-capped Chickadee
16,IM,0,Jun-2022,2022,Jun,Black-capped Chickadee
17,MC1,1,Jun-2022,2022,Jun,Black-capped Chickadee
18,MC2,0,Jun-2022,2022,Jun,Black-capped Chickadee
19,DW,0,Jun-2022,2022,Jun,Black-capped Chickadee
0,OE,0,Jun-2022,2022,Jun,Black-headed Grosbeak
1,WD,0,Jun-2022,2022,Jun,Black-headed Grosbeak
2,SR,0,Jun-2022,2022,Jun,Black-headed Grosbeak
3,TD1,0,Jun-2022,2022,Jun,Black-headed Grosbeak
4,TD2,0,Jun-2022,2022,Jun,Black-headed Grosbeak
5,TD3,1,Jun-2022,2022,Jun,Black-headed Grosbeak
6,EF1,0,Jun-2022,2022,Jun,Black-headed Grosbeak
7,EF2,0,Jun-2022,2022,Jun,Black-headed Grosbeak
8,CC,0,Jun-2022,2022,Jun,Black-headed Grosbeak
9,CS,0,Jun-2022,2022,Jun,Black-headed Grosbeak
10,EC,0,Jun-2022,2022,Jun,Black-headed Grosbeak
11,EM,0,Jun-2022,2022,Jun,Black-headed Grosbeak
12,BP,3,Jun-2022,2022,Jun,Black-headed Grosbeak
13,NF1,0,Jun-2022,2022,Jun,Black-headed Grosbeak
14,NF2,0,Jun-2022,2022,Jun,Black-headed Grosbeak
15,SA,3,Jun-2022,2022,Jun,Black-headed Grosbeak
16,IM,2,Jun-2022,2022,Jun,Black-headed Grosbeak
17,MC1,0,Jun-2022,2022,Jun,Black-headed Grosbeak
18,MC2,0,Jun-2022,2022,Jun,Black-headed Grosbeak
19,DW,0,Jun-2022,2022,Jun,Black-headed Grosbeak
0,OE,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
1,WD,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
2,SR,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
3,TD1,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
4,TD2,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
5,TD3,4,Jun-2022,2022,Jun,Black-throated Gray Warbler
6,EF1,1,Jun-2022,2022,Jun,Black-throated Gray Warbler
7,EF2,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
8,CC,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
9,CS,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
10,EC,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
11,EM,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
12,BP,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
13,NF1,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
14,NF2,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
15,SA,1,Jun-2022,2022,Jun,Black-throated Gray Warbler
16,IM,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
17,MC1,1,Jun-2022,2022,Jun,Black-throated Gray Warbler
18,MC2,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
19,DW,0,Jun-2022,2022,Jun,Black-throated Gray Warbler
0,OE,0,Jun-2022,2022,Jun,Brown-headed Cowbird
1,WD,0,Jun-2022,2022,Jun,Brown-headed Cowbird
2,SR,0,Jun-2022,2022,Jun,Brown-headed Cowbird
3,TD1,2,Jun-2022,2022,Jun,Brown-headed Cowbird
4,TD2,1,Jun-2022,2022,Jun,Brown-headed Cowbird
5,TD3,0,Jun-2022,2022,Jun,Brown-headed Cowbird
6,EF1,0,Jun-2022,2022,Jun,Brown-headed Cowbird
7,EF2,0,Jun-2022,2022,Jun,Brown-headed Cowbird
8,CC,0,Jun-2022,2022,Jun,Brown-headed Cowbird
9,CS,0,Jun-2022,2022,Jun,Brown-headed Cowbird
10,EC,0,Jun-2022,2022,Jun,Brown-headed Cowbird
11,EM,0,Jun-2022,2022,Jun,Brown-headed Cowbird
12,BP,3,Jun-2022,2022,Jun,Brown-headed Cowbird
13,NF1,0,Jun-2022,2022,Jun,Brown-headed Cowbird
14,NF2,0,Jun-2022,2022,Jun,Brown-headed Cowbird
15,SA,3,Jun-2022,2022,Jun,Brown-headed Cowbird
16,IM,0,Jun-2022,2022,Jun,Brown-headed Cowbird
17,MC1,0,Jun-2022,2022,Jun,Brown-headed Cowbird
18,MC2,0,Jun-2022,2022,Jun,Brown-headed Cowbird
19,DW,0,Jun-2022,2022,Jun,Brown-headed Cowbird
0,OE,0,Jun-2022,2022,Jun,Canada Goose
1,WD,0,Jun-2022,2022,Jun,Canada Goose
2,SR,0,Jun-2022,2022,Jun,Canada Goose
3,TD1,0,Jun-2022,2022,Jun,Canada Goose
4,TD2,0,Jun-2022,2022,Jun,Canada Goose
5,TD3,0,Jun-2022,2022,Jun,Canada Goose
6,EF1,2,Jun-2022,2022,Jun,Canada Goose
7,EF2,0,Jun-2022,2022,Jun,Canada Goose
8,CC,54,Jun-2022,2022,Jun,Canada Goose
9,CS,13,Jun-2022,2022,Jun,Canada Goose
10,EC,40,Jun-2022,2022,Jun,Canada Goose
11,EM,10,Jun-2022,2022,Jun,Canada Goose
12,BP,0,Jun-2022,2022,Jun,Canada Goose
13,NF1,0,Jun-2022,2022,Jun,Canada Goose
14,NF2,0,Jun-2022,2022,Jun,Canada Goose
15,SA,0,Jun-2022,2022,Jun,Canada Goose
16,IM,0,Jun-2022,2022,Jun,Canada Goose
17,MC1,61,Jun-2022,2022,Jun,Canada Goose
18,MC2,5,Jun-2022,2022,Jun,Canada Goose
19,DW,0,Jun-2022,2022,Jun,Canada Goose
0,OE,0,Jun-2022,2022,Jun,Caspian Tern
1,WD,0,Jun-2022,2022,Jun,Caspian Tern
2,SR,0,Jun-2022,2022,Jun,Caspian Tern
3,TD1,0,Jun-2022,2022,Jun,Caspian Tern
4,TD2,0,Jun-2022,2022,Jun,Caspian Tern
5,TD3,0,Jun-2022,2022,Jun,Caspian Tern
6,EF1,0,Jun-2022,2022,Jun,Caspian Tern
7,EF2,0,Jun-2022,2022,Jun,Caspian Tern
8,CC,16,Jun-2022,2022,Jun,Caspian Tern
9,CS,0,Jun-2022,2022,Jun,Caspian Tern
10,EC,0,Jun-2022,2022,Jun,Caspian Tern
11,EM,2,Jun-2022,2022,Jun,Caspian Tern
12,BP,0,Jun-2022,2022,Jun,Caspian Tern
13,NF1,0,Jun-2022,2022,Jun,Caspian Tern
14,NF2,0,Jun-2022,2022,Jun,Caspian Tern
15,SA,0,Jun-2022,2022,Jun,Caspian Tern
16,IM,0,Jun-2022,2022,Jun,Caspian Tern
17,MC1,0,Jun-2022,2022,Jun,Caspian Tern
18,MC2,0,Jun-2022,2022,Jun,Caspian Tern
19,DW,0,Jun-2022,2022,Jun,Caspian Tern
0,OE,0,Jun-2022,2022,Jun,Cassin's Vireo
1,WD,0,Jun-2022,2022,Jun,Cassin's Vireo
2,SR,0,Jun-2022,2022,Jun,Cassin's Vireo
3,TD1,0,Jun-2022,2022,Jun,Cassin's Vireo
4,TD2,0,Jun-2022,2022,Jun,Cassin's Vireo
5,TD3,0,Jun-2022,2022,Jun,Cassin's Vireo
6,EF1,0,Jun-2022,2022,Jun,Cassin's Vireo
7,EF2,0,Jun-2022,2022,Jun,Cassin's Vireo
8,CC,0,Jun-2022,2022,Jun,Cassin's Vireo
9,CS,0,Jun-2022,2022,Jun,Cassin's Vireo
10,EC,0,Jun-2022,2022,Jun,Cassin's Vireo
11,EM,0,Jun-2022,2022,Jun,Cassin's Vireo
12,BP,0,Jun-2022,2022,Jun,Cassin's Vireo
13,NF1,0,Jun-2022,2022,Jun,Cassin's Vireo
14,NF2,0,Jun-2022,2022,Jun,Cassin's Vireo
15,SA,2,Jun-2022,2022,Jun,Cassin's Vireo
16,IM,0,Jun-2022,2022,Jun,Cassin's Vireo
17,MC1,0,Jun-2022,2022,Jun,Cassin's Vireo
18,MC2,0,Jun-2022,2022,Jun,Cassin's Vireo
19,DW,1,Jun-2022,2022,Jun,Cassin's Vireo
0,OE,0,Jun-2022,2022,Jun,Cedar Waxwing
1,WD,0,Jun-2022,2022,Jun,Cedar Waxwing
2,SR,0,Jun-2022,2022,Jun,Cedar Waxwing
3,TD1,0,Jun-2022,2022,Jun,Cedar Waxwing
4,TD2,25,Jun-2022,2022,Jun,Cedar Waxwing
5,TD3,0,Jun-2022,2022,Jun,Cedar Waxwing
6,EF1,2,Jun-2022,2022,Jun,Cedar Waxwing
7,EF2,6,Jun-2022,2022,Jun,Cedar Waxwing
8,CC,0,Jun-2022,2022,Jun,Cedar Waxwing
9,CS,0,Jun-2022,2022,Jun,Cedar Waxwing
10,EC,0,Jun-2022,2022,Jun,Cedar Waxwing
11,EM,0,Jun-2022,2022,Jun,Cedar Waxwing
12,BP,54,Jun-2022,2022,Jun,Cedar Waxwing
13,NF1,10,Jun-2022,2022,Jun,Cedar Waxwing
14,NF2,19,Jun-2022,2022,Jun,Cedar Waxwing
15,SA,4,Jun-2022,2022,Jun,Cedar Waxwing
16,IM,6,Jun-2022,2022,Jun,Cedar Waxwing
17,MC1,11,Jun-2022,2022,Jun,Cedar Waxwing
18,MC2,1,Jun-2022,2022,Jun,Cedar Waxwing
19,DW,1,Jun-2022,2022,Jun,Cedar Waxwing
0,OE,0,Jun-2022,2022,Jun,Cinnamon Teal
1,WD,0,Jun-2022,2022,Jun,Cinnamon Teal
2,SR,0,Jun-2022,2022,Jun,Cinnamon Teal
3,TD1,0,Jun-2022,2022,Jun,Cinnamon Teal
4,TD2,0,Jun-2022,2022,Jun,Cinnamon Teal
5,TD3,0,Jun-2022,2022,Jun,Cinnamon Teal
6,EF1,0,Jun-2022,2022,Jun,Cinnamon Teal
7,EF2,0,Jun-2022,2022,Jun,Cinnamon Teal
8,CC,0,Jun-2022,2022,Jun,Cinnamon Teal
9,CS,0,Jun-2022,2022,Jun,Cinnamon Teal
10,EC,0,Jun-2022,2022,Jun,Cinnamon Teal
11,EM,0,Jun-2022,2022,Jun,Cinnamon Teal
12,BP,2,Jun-2022,2022,Jun,Cinnamon Teal
13,NF1,0,Jun-2022,2022,Jun,Cinnamon Teal
14,NF2,0,Jun-2022,2022,Jun,Cinnamon Teal
15,SA,0,Jun-2022,2022,Jun,Cinnamon Teal
16,IM,0,Jun-2022,2022,Jun,Cinnamon Teal
17,MC1,0,Jun-2022,2022,Jun,Cinnamon Teal
18,MC2,0,Jun-2022,2022,Jun,Cinnamon Teal
19,DW,0,Jun-2022,2022,Jun,Cinnamon Teal
0,OE,0,Jun-2022,2022,Jun,Common Loon
1,WD,0,Jun-2022,2022,Jun,Common Loon
2,SR,0,Jun-2022,2022,Jun,Common Loon
3,TD1,0,Jun-2022,2022,Jun,Common Loon
4,TD2,0,Jun-2022,2022,Jun,Common Loon
5,TD3,0,Jun-2022,2022,Jun,Common Loon
6,EF1,0,Jun-2022,2022,Jun,Common Loon
7,EF2,0,Jun-2022,2022,Jun,Common Loon
8,CC,0,Jun-2022,2022,Jun,Common Loon
9,CS,0,Jun-2022,2022,Jun,Common Loon
10,EC,0,Jun-2022,2022,Jun,Common Loon
11,EM,1,Jun-2022,2022,Jun,Common Loon
12,BP,0,Jun-2022,2022,Jun,Common Loon
13,NF1,0,Jun-2022,2022,Jun,Common Loon
14,NF2,0,Jun-2022,2022,Jun,Common Loon
15,SA,0,Jun-2022,2022,Jun,Common Loon
16,IM,0,Jun-2022,2022,Jun,Common Loon
17,MC1,0,Jun-2022,2022,Jun,Common Loon
18,MC2,0,Jun-2022,2022,Jun,Common Loon
19,DW,0,Jun-2022,2022,Jun,Common Loon
0,OE,2,Jun-2022,2022,Jun,Common Merganser
1,WD,0,Jun-2022,2022,Jun,Common Merganser
2,SR,1,Jun-2022,2022,Jun,Common Merganser
3,TD1,0,Jun-2022,2022,Jun,Common Merganser
4,TD2,0,Jun-2022,2022,Jun,Common Merganser
5,TD3,0,Jun-2022,2022,Jun,Common Merganser
6,EF1,1,Jun-2022,2022,Jun,Common Merganser
7,EF2,0,Jun-2022,2022,Jun,Common Merganser
8,CC,9,Jun-2022,2022,Jun,Common Merganser
9,CS,0,Jun-2022,2022,Jun,Common Merganser
10,EC,2,Jun-2022,2022,Jun,Common Merganser
11,EM,0,Jun-2022,2022,Jun,Common Merganser
12,BP,0,Jun-2022,2022,Jun,Common Merganser
13,NF1,0,Jun-2022,2022,Jun,Common Merganser
14,NF2,0,Jun-2022,2022,Jun,Common Merganser
15,SA,0,Jun-2022,2022,Jun,Common Merganser
16,IM,0,Jun-2022,2022,Jun,Common Merganser
17,MC1,8,Jun-2022,2022,Jun,Common Merganser
18,MC2,0,Jun-2022,2022,Jun,Common Merganser
19,DW,0,Jun-2022,2022,Jun,Common Merganser
0,OE,0,Jun-2022,2022,Jun,Common Nighthawk
1,WD,0,Jun-2022,2022,Jun,Common Nighthawk
2,SR,0,Jun-2022,2022,Jun,Common Nighthawk
3,TD1,0,Jun-2022,2022,Jun,Common Nighthawk
4,TD2,0,Jun-2022,2022,Jun,Common Nighthawk
5,TD3,0,Jun-2022,2022,Jun,Common Nighthawk
6,EF1,0,Jun-2022,2022,Jun,Common Nighthawk
7,EF2,0,Jun-2022,2022,Jun,Common Nighthawk
8,CC,0,Jun-2022,2022,Jun,Common Nighthawk
9,CS,0,Jun-2022,2022,Jun,Common Nighthawk
10,EC,0,Jun-2022,2022,Jun,Common Nighthawk
11,EM,0,Jun-2022,2022,Jun,Common Nighthawk
12,BP,1,Jun-2022,2022,Jun,Common Nighthawk
13,NF1,0,Jun-2022,2022,Jun,Common Nighthawk
14,NF2,0,Jun-2022,2022,Jun,Common Nighthawk
15,SA,0,Jun-2022,2022,Jun,Common Nighthawk
16,IM,0,Jun-2022,2022,Jun,Common Nighthawk
17,MC1,0,Jun-2022,2022,Jun,Common Nighthawk
18,MC2,0,Jun-2022,2022,Jun,Common Nighthawk
19,DW,0,Jun-2022,2022,Jun,Common Nighthawk
0,OE,0,Jun-2022,2022,Jun,Common Raven
1,WD,0,Jun-2022,2022,Jun,Common Raven
2,SR,8,Jun-2022,2022,Jun,Common Raven
3,TD1,0,Jun-2022,2022,Jun,Common Raven
4,TD2,0,Jun-2022,2022,Jun,Common Raven
5,TD3,3,Jun-2022,2022,Jun,Common Raven
6,EF1,0,Jun-2022,2022,Jun,Common Raven
7,EF2,4,Jun-2022,2022,Jun,Common Raven
8,CC,0,Jun-2022,2022,Jun,Common Raven
9,CS,0,Jun-2022,2022,Jun,Common Raven
10,EC,0,Jun-2022,2022,Jun,Common Raven
11,EM,0,Jun-2022,2022,Jun,Common Raven
12,BP,3,Jun-2022,2022,Jun,Common Raven
13,NF1,0,Jun-2022,2022,Jun,Common Raven
14,NF2,0,Jun-2022,2022,Jun,Common Raven
15,SA,0,Jun-2022,2022,Jun,Common Raven
16,IM,0,Jun-2022,2022,Jun,Common Raven
17,MC1,6,Jun-2022,2022,Jun,Common Raven
18,MC2,0,Jun-2022,2022,Jun,Common Raven
19,DW,0,Jun-2022,2022,Jun,Common Raven
0,OE,0,Jun-2022,2022,Jun,Common Yellowthroat
1,WD,1,Jun-2022,2022,Jun,Common Yellowthroat
2,SR,1,Jun-2022,2022,Jun,Common Yellowthroat
3,TD1,0,Jun-2022,2022,Jun,Common Yellowthroat
4,TD2,2,Jun-2022,2022,Jun,Common Yellowthroat
5,TD3,0,Jun-2022,2022,Jun,Common Yellowthroat
6,EF1,3,Jun-2022,2022,Jun,Common Yellowthroat
7,EF2,0,Jun-2022,2022,Jun,Common Yellowthroat
8,CC,0,Jun-2022,2022,Jun,Common Yellowthroat
9,CS,1,Jun-2022,2022,Jun,Common Yellowthroat
10,EC,0,Jun-2022,2022,Jun,Common Yellowthroat
11,EM,0,Jun-2022,2022,Jun,Common Yellowthroat
12,BP,3,Jun-2022,2022,Jun,Common Yellowthroat
13,NF1,3,Jun-2022,2022,Jun,Common Yellowthroat
14,NF2,1,Jun-2022,2022,Jun,Common Yellowthroat
15,SA,1,Jun-2022,2022,Jun,Common Yellowthroat
16,IM,0,Jun-2022,2022,Jun,Common Yellowthroat
17,MC1,0,Jun-2022,2022,Jun,Common Yellowthroat
18,MC2,0,Jun-2022,2022,Jun,Common Yellowthroat
19,DW,0,Jun-2022,2022,Jun,Common Yellowthroat
0,OE,0,Jun-2022,2022,Jun,Eastern Kingbird
1,WD,0,Jun-2022,2022,Jun,Eastern Kingbird
2,SR,0,Jun-2022,2022,Jun,Eastern Kingbird
3,TD1,0,Jun-2022,2022,Jun,Eastern Kingbird
4,TD2,0,Jun-2022,2022,Jun,Eastern Kingbird
5,TD3,0,Jun-2022,2022,Jun,Eastern Kingbird
6,EF1,1,Jun-2022,2022,Jun,Eastern Kingbird
7,EF2,0,Jun-2022,2022,Jun,Eastern Kingbird
8,CC,0,Jun-2022,2022,Jun,Eastern Kingbird
9,CS,0,Jun-2022,2022,Jun,Eastern Kingbird
10,EC,0,Jun-2022,2022,Jun,Eastern Kingbird
11,EM,4,Jun-2022,2022,Jun,Eastern Kingbird
12,BP,0,Jun-2022,2022,Jun,Eastern Kingbird
13,NF1,0,Jun-2022,2022,Jun,Eastern Kingbird
14,NF2,0,Jun-2022,2022,Jun,Eastern Kingbird
15,SA,0,Jun-2022,2022,Jun,Eastern Kingbird
16,IM,0,Jun-2022,2022,Jun,Eastern Kingbird
17,MC1,0,Jun-2022,2022,Jun,Eastern Kingbird
18,MC2,0,Jun-2022,2022,Jun,Eastern Kingbird
19,DW,0,Jun-2022,2022,Jun,Eastern Kingbird
0,OE,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
1,WD,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
2,SR,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
3,TD1,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
4,TD2,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
5,TD3,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
6,EF1,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
7,EF2,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
8,CC,1,Jun-2022,2022,Jun,Eurasian Collared-Dove
9,CS,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
10,EC,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
11,EM,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
12,BP,1,Jun-2022,2022,Jun,Eurasian Collared-Dove
13,NF1,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
14,NF2,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
15,SA,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
16,IM,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
17,MC1,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
18,MC2,0,Jun-2022,2022,Jun,Eurasian Collared-Dove
19,DW,6,Jun-2022,2022,Jun,Eurasian Collared-Dove
0,OE,0,Jun-2022,2022,Jun,European Starling
1,WD,0,Jun-2022,2022,Jun,European Starling
2,SR,0,Jun-2022,2022,Jun,European Starling
3,TD1,0,Jun-2022,2022,Jun,European Starling
4,TD2,0,Jun-2022,2022,Jun,European Starling
5,TD3,1,Jun-2022,2022,Jun,European Starling
6,EF1,0,Jun-2022,2022,Jun,European Starling
7,EF2,0,Jun-2022,2022,Jun,European Starling
8,CC,0,Jun-2022,2022,Jun,European Starling
9,CS,0,Jun-2022,2022,Jun,European Starling
10,EC,0,Jun-2022,2022,Jun,European Starling
11,EM,40,Jun-2022,2022,Jun,European Starling
12,BP,5,Jun-2022,2022,Jun,European Starling
13,NF1,0,Jun-2022,2022,Jun,European Starling
14,NF2,0,Jun-2022,2022,Jun,European Starling
15,SA,0,Jun-2022,2022,Jun,European Starling
16,IM,0,Jun-2022,2022,Jun,European Starling
17,MC1,0,Jun-2022,2022,Jun,European Starling
18,MC2,0,Jun-2022,2022,Jun,European Starling
19,DW,0,Jun-2022,2022,Jun,European Starling
0,OE,11,Jun-2022,2022,Jun,Glaucous-winged Gull
1,WD,0,Jun-2022,2022,Jun,Glaucous-winged Gull
2,SR,6,Jun-2022,2022,Jun,Glaucous-winged Gull
3,TD1,0,Jun-2022,2022,Jun,Glaucous-winged Gull
4,TD2,0,Jun-2022,2022,Jun,Glaucous-winged Gull
5,TD3,0,Jun-2022,2022,Jun,Glaucous-winged Gull
6,EF1,3,Jun-2022,2022,Jun,Glaucous-winged Gull
7,EF2,0,Jun-2022,2022,Jun,Glaucous-winged Gull
